StationId,City,Date,Status,PM2.5,PM10,NOx,CO,SO2,O3
DL037,Delhi,2019-11-05,Active,247.55,345.09,22.83,1.8,23.04,38.89
DL037,Delhi,2019-11-06,Active,103.62,205.95,39.86,2.83,12.57,28.97
DL037,Delhi,2019-11-07,Active,196.33,312.35,22.34,1.54,15.21,19.77
DL037,Delhi,2019-11-08,Active,196.22,314.54,24.22,2.27,25.88,36.03
DL037,Delhi,2019-11-09,Active,143.81,235.79,15.99,1.57,16.64,27.65
DL037,Delhi,2019-11-10,Active,229.62,335.01,14.57,1.77,20.05,35.37
DL037,Delhi,2019-11-11,Active,317.73,434.72,16.67,1.9,21.58,31.6
DL037,Delhi,2019-11-12,Active,426.33,546.0,17.11,2.25,21.11,28.44
DL037,Delhi,2019-11-13,Active,386.06,512.35,21.34,2.2,21.61,22.57
DL037,Delhi,2019-11-14,Active,387.17,546.56,33.46,4.39,21.6,40.2
DL037,Delhi,2019-11-15,Active,391.35,516.41,26.29,2.99,21.04,28.52
DL037,Delhi,2019-11-16,Active,159.19,288.06,12.02,2.21,19.28,22.76
DL037,Delhi,2019-11-17,Active,93.82,162.58,8.42,0.73,14.62,23.2
DL037,Delhi,2019-11-18,Active,121.5,186.78,12.83,1.16,12.59,28.33
DL037,Delhi,2019-11-19,Active,158.46,238.82,21.38,2.01,14.49,27.85
DL037,Delhi,2019-11-20,Active,229.9,371.24,41.31,3.36,19.09,26.85
DL037,Delhi,2019-11-21,Active,246.05,392.1,36.84,2.85,23.04,29.99
DL037,Delhi,2019-11-22,Active,275.53,390.88,21.74,2.05,17.47,21.95
DL037,Delhi,2019-11-23,Active,139.35,232.34,13.15,1.08,16.46,15.46
DL037,Delhi,2019-11-24,Active,97.09,166.56,9.81,0.88,11.72,22.51
DL037,Delhi,2019-11-25,Active,113.26,194.06,13.23,1.31,12.26,23.6
DL037,Delhi,2019-11-26,Active,124.5,240.44,15.6,1.21,29.03,26.93
DL037,Delhi,2019-11-27,Active,87.04,158.38,11.63,0.75,13.38,31.78
DL037,Delhi,2019-11-28,Active,30.35,64.96,7.73,0.39,8.11,27.97
DL037,Delhi,2019-11-29,Active,55.41,96.61,11.14,0.81,10.34,18.76
DL037,Delhi,2019-11-30,Active,99.91,162.03,12.82,1.05,14.34,19.01
DL037,Delhi,2019-12-01,Active,127.18,184.77,13.03,0.93,11.13,24.94
DL037,Delhi,2019-12-02,Active,141.68,220.48,15.73,1.22,9.97,24.64
DL037,Delhi,2019-12-03,Active,151.92,245.85,22.6,1.62,12.03,28.15
DL037,Delhi,2019-12-04,Active,217.72,346.18,33.44,2.44,16.3,27.98
DL037,Delhi,2019-12-05,Active,348.86,489.12,28.46,2.91,15.72,28.22
DL037,Delhi,2019-12-06,Active,245.88,345.5,15.45,3.08,14.05,5.93
DL037,Delhi,2019-12-07,Active,236.08,364.42,27.09,2.02,14.66,2.39
DL037,Delhi,2019-12-08,Active,261.85,373.23,33.99,2.35,13.06,1.49
DL037,Delhi,2019-12-09,Active,203.1,312.35,26.76,1.75,7.88,24.5
DL037,Delhi,2019-12-10,Active,272.0,416.46,29.94,2.44,11.86,21.36
DL037,Delhi,2019-12-11,Active,340.54,529.23,42.86,3.26,13.23,36.26
DL037,Delhi,2019-12-12,Active,336.85,495.41,21.98,1.57,9.62,36.42
DL037,Delhi,2019-12-13,Active,103.66,130.35,8.45,0.71,4.58,37.85
DL037,Delhi,2019-12-14,Active,90.09,142.76,11.97,0.8,6.41,18.71
DL037,Delhi,2019-12-15,Active,104.57,162.11,10.97,0.69,7.72,18.44
DL037,Delhi,2019-12-16,Active,104.56,145.79,6.99,0.64,4.94,15.29
DL037,Delhi,2019-12-17,Active,101.27,145.84,6.98,0.66,6.8,20.0
DL037,Delhi,2019-12-18,Active,176.7,245.73,11.26,1.03,12.66,30.24
DL037,Delhi,2019-12-19,Active,300.98,438.7,21.71,1.77,7.11,22.27
DL037,Delhi,2019-12-20,Active,441.58,609.44,25.53,2.61,14.33,14.4
DL037,Delhi,2019-12-21,Active,311.98,420.58,17.1,1.53,11.67,7.87
DL037,Delhi,2019-12-22,Active,157.04,217.38,8.22,0.8,5.15,12.95
DL037,Delhi,2019-12-23,Active,189.5,258.38,10.58,1.05,8.2,13.86
DL037,Delhi,2019-12-24,Active,299.33,457.04,15.71,1.52,10.66,22.6
DL037,Delhi,2019-12-25,Active,176.98,267.08,9.8,0.76,5.76,9.42
DL037,Delhi,2019-12-26,Active,217.64,313.95,10.21,0.92,7.25,16.58
DL037,Delhi,2019-12-27,Active,301.16,439.67,12.09,1.05,11.02,16.46
DL037,Delhi,2019-12-28,Active,304.07,479.67,17.64,1.57,11.49,9.46
DL037,Delhi,2019-12-29,Active,340.66,511.91,13.97,1.61,12.6,23.56
DL037,Delhi,2019-12-30,Active,358.27,522.47,18.81,1.89,8.38,5.77
DL037,Delhi,2019-12-31,Active,250.05,319.33,30.04,0.98,17.3,19.62
DL037,Delhi,2020-01-01,Active,352.3,449.61,46.26,2.31,21.04,23.45
DL037,Delhi,2020-01-02,Active,325.98,427.02,45.43,2.12,17.83,14.66
DL037,Delhi,2020-01-03,Active,316.14,407.37,47.06,3.46,17.41,12.55
DL037,Delhi,2020-01-04,Active,270.47,391.54,35.69,2.66,14.31,18.47
DL037,Delhi,2020-01-05,Active,205.31,290.9,14.46,1.03,12.59,29.56
DL037,Delhi,2020-01-06,Active,183.83,272.58,19.08,1.18,14.12,11.44
DL037,Delhi,2020-01-07,Active,148.48,214.23,14.66,1.13,34.86,19.15
DL037,Delhi,2020-01-08,Active,146.29,169.5,12.9,1.03,9.83,9.66
DL037,Delhi,2020-01-09,Active,98.83,138.96,8.38,0.55,8.83,16.91
DL037,Delhi,2020-01-10,Active,149.15,231.94,18.56,1.18,10.01,19.56
DL037,Delhi,2020-01-11,Active,161.83,263.88,20.97,1.58,12.92,25.8
DL037,Delhi,2020-01-12,Active,248.58,386.71,33.22,2.66,14.09,14.75
DL037,Delhi,2020-01-13,Active,260.65,377.58,39.42,2.23,14.15,16.91
DL037,Delhi,2020-01-14,Active,163.31,215.96,45.72,1.16,13.03,10.05
DL037,Delhi,2020-01-15,Active,125.69,191.83,78.16,0.81,18.84,15.61
DL037,Delhi,2020-01-16,Active,179.19,232.85,70.44,1.23,17.15,5.85
DL037,Delhi,2020-01-17,Active,109.33,148.98,36.58,0.84,12.74,8.43
DL037,Delhi,2020-01-18,Active,151.38,223.15,46.99,1.24,13.64,9.61
DL037,Delhi,2020-01-19,Active,157.42,222.17,35.75,0.86,13.39,18.1
DL037,Delhi,2020-01-20,Active,178.21,269.4,52.11,1.61,11.68,15.45
DL037,Delhi,2020-01-21,Active,246.58,392.73,94.37,2.16,15.92,13.58
DL037,Delhi,2020-01-22,Active,243.33,342.62,67.17,1.93,11.47,9.71
DL037,Delhi,2020-01-23,Active,80.44,164.4,27.9,0.61,11.91,35.12
DL037,Delhi,2020-01-24,Active,92.56,181.71,36.3,0.91,13.61,41.75
DL037,Delhi,2020-01-25,Active,162.92,266.21,72.37,1.56,15.3,22.72
DL037,Delhi,2020-01-26,Active,271.92,383.58,79.87,2.26,13.53,26.67
DL037,Delhi,2020-01-27,Active,255.69,393.6,163.67,3.43,17.7,12.55
DL037,Delhi,2020-01-28,Active,114.31,155.76,36.1,0.83,16.67,17.22
DL037,Delhi,2020-01-29,Active,93.22,143.07,41.5,1.03,14.26,20.41
DL037,Delhi,2020-01-30,Active,90.92,158.17,32.62,1.26,18.44,24.34
DL037,Delhi,2020-01-31,Active,99.98,168.77,37.8,1.82,14.0,26.42
DL037,Delhi,2020-02-01,Active,154.08,233.31,50.84,1.56,14.14,23.02
DL037,Delhi,2020-02-02,Active,124.94,194.21,35.5,1.73,11.06,29.08
DL037,Delhi,2020-02-03,Active,155.56,269.08,77.51,2.24,14.4,20.18
DL037,Delhi,2020-02-04,Active,224.29,371.81,97.55,2.88,21.89,16.83
DL037,Delhi,2020-02-05,Active,183.33,279.6,43.49,1.76,18.47,27.53
DL037,Delhi,2020-02-06,Active,130.54,211.04,43.89,1.65,15.63,27.11
DL037,Delhi,2020-02-07,Active,158.69,262.35,53.94,1.62,22.39,28.62
DL037,Delhi,2020-02-08,Active,151.27,236.17,37.58,1.54,19.67,25.29
DL037,Delhi,2020-02-09,Active,143.4,235.46,43.11,1.55,17.12,19.37
DL037,Delhi,2020-02-10,Active,170.48,284.75,56.99,2.03,19.95,17.06
DL037,Delhi,2020-02-11,Active,158.75,264.75,63.51,1.29,18.75,15.66
DL037,Delhi,2020-02-12,Active,176.45,310.74,43.89,1.08,18.78,34.53
DL037,Delhi,2020-02-13,Active,105.29,208.11,29.7,0.83,17.37,41.48
DL037,Delhi,2020-02-14,Active,74.5,237.97,24.68,0.53,16.39,48.2
DL037,Delhi,2020-02-15,Active,88.76,182.27,33.39,0.43,18.92,42.15
DL037,Delhi,2020-02-16,Active,136.93,234.92,56.1,0.82,18.79,26.56
DL037,Delhi,2020-02-17,Active,165.95,295.89,89.95,0.78,18.29,25.3
DL037,Delhi,2020-02-18,Active,117.42,239.69,70.36,1.15,19.41,24.89
DL037,Delhi,2020-02-19,Active,151.75,305.85,174.54,1.7,47.55,41.58
DL037,Delhi,2020-02-20,Active,109.06,243.73,31.63,0.94,47.9,56.54
DL037,Delhi,2020-02-21,Active,60.94,95.17,24.8,1.27,14.52,29.2
DL037,Delhi,2020-02-22,Active,83.71,146.31,43.3,1.78,20.53,24.61
DL037,Delhi,2020-02-23,Active,138.4,215.81,35.61,1.67,20.07,34.21
DL037,Delhi,2020-02-24,Active,77.02,145.42,31.07,1.51,19.99,33.54
DL037,Delhi,2020-02-25,Active,134.88,210.62,28.64,1.55,22.21,36.75
DL037,Delhi,2020-02-26,Active,155.15,260.94,56.96,2.05,25.61,39.89
DL037,Delhi,2020-02-27,Active,114.1,206.27,34.76,1.54,36.37,37.78
DL037,Delhi,2020-02-28,Active,89.94,164.75,23.4,1.77,19.45,38.28
DL037,Delhi,2020-02-29,Active,63.92,128.34,23.18,1.17,16.7,31.71
DL037,Delhi,2020-03-01,Active,51.56,134.55,40.98,1.54,21.29,37.02
DL037,Delhi,2020-03-02,Active,142.23,254.52,57.11,2.46,20.95,19.39
DL037,Delhi,2020-03-03,Active,120.25,214.48,47.27,2.06,21.56,31.47
DL037,Delhi,2020-03-04,Active,90.88,201.18,35.5,1.81,25.9,36.29
DL037,Delhi,2020-03-05,Active,38.12,90.95,25.07,1.54,21.74,39.42
DL037,Delhi,2020-03-06,Active,26.54,61.35,25.29,1.74,38.27,40.85
DL037,Delhi,2020-03-07,Active,48.31,116.11,27.2,1.59,34.43,41.58
DL037,Delhi,2020-03-08,Active,140.3,230.58,52.48,2.42,24.38,28.18
DL037,Delhi,2020-03-09,Active,59.79,137.06,21.37,1.93,21.36,38.06
DL037,Delhi,2020-03-10,Active,97.02,168.29,22.4,2.07,28.02,34.69
DL037,Delhi,2020-03-11,Active,63.12,123.56,26.35,1.73,29.31,41.99
DL037,Delhi,2020-03-12,Active,69.88,177.62,48.09,1.18,42.69,29.18
DL037,Delhi,2020-03-13,Active,66.34,181.43,48.61,1.43,34.47,30.84
DL037,Delhi,2020-03-14,Active,43.75,84.96,36.27,0.89,31.48,24.93
DL037,Delhi,2020-03-15,Active,71.17,125.12,43.13,1.21,31.2,37.84
DL037,Delhi,2020-03-16,Active,66.42,148.42,38.03,1.36,27.03,35.18
DL037,Delhi,2020-03-17,Active,58.02,141.1,36.53,1.35,24.33,45.0
DL037,Delhi,2020-03-18,Active,51.17,161.85,38.86,2.51,25.55,43.75
DL037,Delhi,2020-03-20,Active,117.38,236.5,69.24,2.52,40.89,25.41
DL037,Delhi,2020-03-21,Active,89.73,191.77,57.31,1.21,32.73,31.97
DL037,Delhi,2020-03-22,Active,91.31,143.69,28.46,1.6,38.55,40.91
DL037,Delhi,2020-03-23,Active,63.44,110.31,26.72,1.68,33.08,33.8
DL037,Delhi,2020-03-24,Active,66.81,125.9,24.93,1.68,33.96,31.01
DL037,Delhi,2020-03-25,Active,37.62,75.32,18.56,1.49,21.94,27.67
DL037,Delhi,2020-03-26,Active,43.69,80.0,16.66,1.46,22.52,21.88
DL037,Delhi,2020-03-27,Active,22.48,68.95,14.75,1.36,18.44,23.23
DL037,Delhi,2020-03-28,Active,20.65,66.83,15.81,1.35,17.45,24.04
DL037,Delhi,2020-03-29,Active,19.6,58.61,13.1,1.28,17.97,42.7
DL037,Delhi,2020-03-30,Active,26.85,61.07,14.86,1.31,20.93,52.94
DL037,Delhi,2020-03-31,Active,31.5,68.98,14.62,1.35,22.16,54.24
DL037,Delhi,2020-04-01,Active,32.94,66.2,15.83,1.41,25.55,45.86
DL037,Delhi,2020-04-02,Active,26.04,62.35,12.57,1.33,18.75,53.19
DL037,Delhi,2020-04-03,Active,22.52,66.62,15.01,1.29,19.24,59.79
DL037,Delhi,2020-04-04,Active,34.06,68.11,19.41,1.26,21.24,60.53
DL037,Delhi,2020-04-05,Active,59.12,99.25,19.39,1.6,29.11,51.04
DL037,Delhi,2020-04-06,Active,81.05,125.93,19.81,1.76,30.86,51.7
DL037,Delhi,2020-04-07,Active,16.55,91.85,11.44,1.26,17.34,74.94
DL037,Delhi,2020-04-08,Active,24.38,75.96,13.99,1.3,21.3,67.75
DL037,Delhi,2020-04-09,Active,28.48,70.45,15.51,1.4,20.85,61.9
DL037,Delhi,2020-04-10,Active,48.67,96.21,22.96,1.57,22.27,36.68
DL037,Delhi,2020-04-11,Active,81.95,143.75,22.12,1.79,40.52,42.13
DL037,Delhi,2020-04-12,Active,30.38,80.07,14.25,1.41,23.49,66.82
DL037,Delhi,2020-04-13,Active,49.39,107.33,21.54,1.57,26.02,35.7
DL037,Delhi,2020-04-14,Active,51.16,121.56,24.95,1.63,30.97,34.81
DL037,Delhi,2020-04-15,Active,62.45,193.66,24.61,1.69,27.61,52.99
DL037,Delhi,2020-04-16,Active,98.36,233.56,26.91,1.86,44.07,44.78
DL037,Delhi,2020-04-17,Active,25.54,97.02,13.12,1.35,22.63,73.51
DL037,Delhi,2020-04-18,Active,25.81,102.54,14.09,1.41,20.63,52.1
DL037,Delhi,2020-04-19,Active,31.42,85.46,21.38,1.42,21.71,44.25
DL037,Delhi,2020-04-20,Active,60.58,131.88,27.11,1.69,36.29,44.93
DL037,Delhi,2020-04-21,Active,39.08,88.29,16.28,1.43,25.42,48.36
DL037,Delhi,2020-04-22,Active,68.52,95.23,22.77,1.67,32.43,30.78
DL037,Delhi,2020-04-23,Active,47.46,112.88,20.83,1.58,27.28,62.87
DL037,Delhi,2020-04-24,Active,59.69,117.73,22.59,1.65,43.13,47.17
DL037,Delhi,2020-04-25,Active,28.42,90.92,17.67,1.42,17.87,55.65
DL037,Delhi,2020-04-26,Active,50.38,155.53,14.58,1.58,35.49,67.79
DL037,Delhi,2020-04-27,Active,26.23,61.46,10.77,1.46,22.81,57.54
DL037,Delhi,2020-04-28,Active,42.0,84.29,12.69,1.59,35.29,61.52
DL037,Delhi,2020-04-29,Active,56.65,109.62,15.0,1.63,36.36,55.12
DL037,Delhi,2020-04-30,Active,46.9,108.56,14.56,1.55,27.62,59.92
DL037,Delhi,2020-05-01,Active,60.52,137.4,13.76,1.64,38.91,58.73
DL037,Delhi,2020-05-02,Active,33.17,101.9,10.51,1.48,26.49,66.83
DL037,Delhi,2020-05-03,Active,34.15,99.5,12.37,1.51,34.21,64.02
DL037,Delhi,2020-05-04,Active,26.71,76.57,12.37,1.48,24.88,57.66
DL037,Delhi,2020-05-05,Active,68.29,128.4,17.84,1.8,39.75,41.89
DL037,Delhi,2020-05-06,Active,55.04,154.44,17.22,1.67,38.63,54.09
DL037,Delhi,2020-05-07,Active,32.04,116.95,14.48,1.49,36.51,77.77
DL037,Delhi,2020-05-08,Active,49.77,107.56,16.83,1.61,33.22,55.87
DL037,Delhi,2020-05-09,Active,51.27,115.97,12.91,1.6,27.18,78.09
DL037,Delhi,2020-05-10,Active,42.8,115.53,13.23,1.51,24.58,75.98
DL037,Delhi,2020-05-11,Active,40.0,87.48,17.12,1.54,39.86,57.19
DL037,Delhi,2020-05-12,Active,45.33,92.1,15.2,1.6,43.08,62.12
DL037,Delhi,2020-05-13,Active,66.48,158.68,18.29,1.72,30.46,43.65
DL037,Delhi,2020-05-14,Active,57.84,123.98,30.3,1.76,31.41,73.07
DL037,Delhi,2020-05-15,Active,41.6,100.28,24.94,1.57,24.3,38.51
DL037,Delhi,2020-05-16,Active,69.71,139.88,25.67,1.7,26.19,47.38
DL037,Delhi,2020-05-17,Active,85.27,165.6,31.29,1.79,29.05,40.15
DL037,Delhi,2020-05-18,Active,98.5,187.6,33.77,1.81,34.81,25.38
DL037,Delhi,2020-05-19,Active,103.98,200.83,40.39,2.02,39.64,20.59
DL037,Delhi,2020-05-20,Active,58.31,148.56,26.68,1.64,26.62,48.7
DL037,Delhi,2020-05-21,Active,44.17,163.58,27.98,1.69,25.6,60.9
DL037,Delhi,2020-05-22,Active,92.94,206.9,52.18,2.14,44.94,13.71
DL037,Delhi,2020-05-23,Active,84.0,210.81,46.67,2.11,39.68,48.52
DL037,Delhi,2020-05-24,Active,70.23,202.88,25.32,1.75,34.34,45.02
DL037,Delhi,2020-05-25,Active,51.75,139.54,25.9,1.59,28.79,48.88
DL037,Delhi,2020-05-26,Active,41.44,139.94,34.83,1.74,22.79,32.83
DL037,Delhi,2020-05-27,Active,37.98,135.33,21.7,1.31,34.94,72.24
DL037,Delhi,2020-05-28,Active,32.92,221.77,14.75,2.78,19.33,65.28
DL037,Delhi,2020-05-29,Active,26.35,90.91,17.75,2.86,15.11,56.57
DL037,Delhi,2020-05-30,Active,21.19,67.93,15.5,2.62,15.26,57.45
DL037,Delhi,2020-05-31,Active,21.08,58.8,15.33,2.8,14.72,46.98
DL037,Delhi,2020-06-01,Active,47.65,89.41,20.91,3.3,28.24,46.53
DL037,Delhi,2020-06-02,Active,51.82,105.11,23.45,3.8,33.02,34.39
DL037,Delhi,2020-06-03,Active,47.58,118.65,31.97,2.47,29.57,37.83
DL037,Delhi,2020-06-04,Active,83.85,162.54,38.66,3.04,41.46,45.07
DL037,Delhi,2020-06-05,Active,49.52,95.48,15.48,1.74,30.19,48.56
DL037,Delhi,2020-06-06,Active,32.65,81.1,12.5,1.69,25.78,49.77
DL037,Delhi,2020-06-07,Active,40.5,101.93,12.84,2.45,24.25,65.22
DL037,Delhi,2020-06-08,Active,71.88,127.81,17.16,2.15,45.05,58.52
DL037,Delhi,2020-06-09,Active,62.23,137.6,19.89,2.02,40.23,44.39
DL037,Delhi,2020-06-10,Active,70.58,155.45,22.74,1.76,46.06,38.0
DL037,Delhi,2020-06-11,Active,53.96,158.35,53.87,1.41,37.72,66.13
DL037,Delhi,2020-06-12,Active,61.79,150.6,40.47,2.04,33.04,42.87
DL037,Delhi,2020-06-13,Active,55.06,152.9,15.19,1.82,29.75,38.37
DL037,Delhi,2020-06-14,Active,85.65,187.4,17.96,2.0,40.43,45.33
DL037,Delhi,2020-06-15,Active,46.46,130.62,15.49,1.78,25.48,35.43
DL037,Delhi,2020-06-16,Active,36.38,108.17,12.71,1.74,20.91,49.58
DL037,Delhi,2020-06-17,Active,32.88,93.19,11.13,1.67,29.18,54.49
DL037,Delhi,2020-06-18,Active,34.69,91.98,11.67,1.69,36.08,39.82
DL037,Delhi,2020-06-19,Active,51.06,182.32,11.88,1.78,32.64,50.86
DL037,Delhi,2020-06-20,Active,34.69,115.85,14.09,1.67,30.7,41.72
DL037,Delhi,2020-06-21,Active,43.58,101.98,16.9,1.76,27.73,46.08
DL037,Delhi,2020-06-22,Active,41.25,94.0,13.73,1.8,23.42,50.9
DL037,Delhi,2020-06-23,Active,30.44,99.8,11.22,1.67,27.55,41.74
DL037,Delhi,2020-06-24,Active,34.96,72.53,13.71,1.74,36.37,29.26
DL037,Delhi,2020-06-25,Active,51.85,95.02,18.0,1.87,45.07,33.63
DL037,Delhi,2020-06-26,Active,55.9,124.56,15.91,1.86,34.49,24.83
DL037,Delhi,2020-06-27,Active,35.6,175.0,17.05,1.69,21.09,12.72
DL037,Delhi,2020-06-28,Active,49.56,335.08,18.22,1.72,19.56,13.62
DL037,Delhi,2020-06-29,Active,48.27,213.71,17.0,1.72,28.11,22.25
DL037,Delhi,2020-06-30,Active,42.82,93.24,11.37,1.71,32.47,50.6
DL037,Delhi,2020-07-01,Active,59.0,142.0,14.75,1.77,37.42,21.82
DL038,Delhi,2018-02-02,Active,192.96,392.79,58.56,1.05,8.11,8.8
DL038,Delhi,2018-02-04,Active,182.0,363.04,55.04,1.03,9.08,5.43
DL038,Delhi,2018-02-05,Active,219.04,420.04,63.68,1.18,14.02,21.39
DL038,Delhi,2018-02-06,Active,170.92,372.38,56.01,0.99,8.35,20.52
DL038,Delhi,2018-02-07,Active,157.48,332.39,53.92,1.01,8.62,26.93
DL038,Delhi,2018-02-08,Active,254.13,475.55,66.47,1.55,11.21,27.9
DL038,Delhi,2018-02-09,Active,274.54,499.26,62.29,1.46,13.63,31.71
DL038,Delhi,2018-02-10,Active,268.33,539.55,51.91,2.66,6.91,26.73
DL038,Delhi,2018-02-11,Active,169.38,480.96,70.42,1.13,12.78,22.02
DL038,Delhi,2018-02-12,Active,105.83,330.48,64.49,0.75,9.02,20.62
DL038,Delhi,2018-02-13,Active,136.58,275.46,68.8,1.08,8.55,28.8
DL038,Delhi,2018-02-14,Active,83.8,211.72,41.5,0.52,6.16,26.81
DL038,Delhi,2018-02-15,Active,89.26,230.64,54.76,0.7,8.82,27.61
DL038,Delhi,2018-02-16,Active,120.49,294.35,72.68,0.96,9.88,26.02
DL038,Delhi,2018-02-17,Active,131.48,327.6,73.34,1.01,17.34,22.67
DL038,Delhi,2018-02-18,Active,124.04,301.67,53.8,1.15,0.98,29.8
DL038,Delhi,2018-02-19,Active,184.96,413.86,65.33,1.61,4.79,30.28
DL038,Delhi,2018-02-20,Active,174.62,406.59,69.99,1.49,6.6,30.21
DL038,Delhi,2018-02-21,Active,230.92,470.33,90.75,2.28,7.81,36.01
DL038,Delhi,2018-02-22,Active,164.47,407.69,91.07,1.47,17.04,34.23
DL038,Delhi,2018-02-23,Active,162.85,334.9,84.56,1.51,14.61,26.58
DL038,Delhi,2018-02-24,Active,178.72,481.98,91.84,1.54,15.08,30.27
DL038,Delhi,2018-02-25,Active,96.25,242.9,48.43,0.78,11.81,27.75
DL038,Delhi,2018-02-26,Active,75.54,213.4,41.13,0.78,9.0,29.97
DL038,Delhi,2018-02-27,Active,108.42,235.53,66.81,0.82,7.83,26.83
DL038,Delhi,2018-02-28,Active,156.67,370.58,76.26,1.27,13.83,31.15
DL038,Delhi,2018-03-01,Active,132.21,322.21,78.95,1.08,12.01,25.1
DL038,Delhi,2018-03-02,Active,139.75,317.62,64.07,1.5,8.28,37.46
DL038,Delhi,2018-03-03,Active,108.46,260.12,49.31,0.84,14.62,25.74
DL038,Delhi,2018-03-04,Active,87.62,223.54,55.8,0.73,14.61,21.17
DL038,Delhi,2018-03-05,Active,82.88,211.83,59.57,0.62,15.6,26.62
DL038,Delhi,2018-03-06,Active,83.62,205.04,59.71,0.58,15.93,28.82
DL038,Delhi,2018-03-07,Active,84.88,199.62,60.97,0.75,11.21,32.98
DL038,Delhi,2018-03-08,Active,171.21,412.29,71.48,1.95,12.34,46.35
DL038,Delhi,2018-03-09,Active,127.25,314.58,61.87,1.13,12.5,29.38
DL038,Delhi,2018-03-10,Active,92.46,222.38,57.58,0.52,20.0,24.89
DL038,Delhi,2018-03-11,Active,132.96,219.12,55.32,0.49,12.34,33.31
DL038,Delhi,2018-03-12,Active,142.12,314.25,67.46,0.56,20.13,28.29
DL038,Delhi,2018-03-13,Active,170.96,355.23,73.25,0.97,22.91,26.5
DL038,Delhi,2018-03-14,Active,165.33,464.96,66.97,1.11,14.43,27.73
DL038,Delhi,2018-03-15,Active,168.86,454.29,60.96,0.93,17.25,22.64
DL038,Delhi,2018-03-16,Active,116.96,331.02,57.8,1.01,11.66,38.59
DL038,Delhi,2018-03-17,Active,117.08,281.69,56.46,0.79,20.23,29.83
DL038,Delhi,2018-03-18,Active,70.54,200.69,47.36,0.65,13.14,57.89
DL038,Delhi,2018-03-19,Active,102.0,271.21,66.05,0.87,17.37,31.67
DL038,Delhi,2018-03-20,Active,128.95,314.62,71.65,1.15,20.56,43.56
DL038,Delhi,2018-03-21,Active,155.67,361.71,53.95,1.14,18.44,38.4
DL038,Delhi,2018-03-22,Active,80.29,198.75,41.15,0.65,11.79,34.07
DL038,Delhi,2018-03-23,Active,76.79,176.88,44.66,0.58,10.27,34.0
DL038,Delhi,2018-03-24,Active,96.04,210.88,55.01,0.68,11.58,38.05
DL038,Delhi,2018-03-25,Active,112.42,210.29,53.94,0.66,15.67,39.89
DL038,Delhi,2018-03-26,Active,97.58,211.75,60.64,0.78,12.08,39.42
DL038,Delhi,2018-03-27,Active,148.71,318.88,76.58,1.19,24.68,31.54
DL038,Delhi,2018-03-28,Active,173.17,397.0,64.97,2.19,12.37,36.29
DL038,Delhi,2018-03-29,Active,114.61,237.65,57.26,0.75,17.7,39.84
DL038,Delhi,2018-03-30,Active,113.46,274.42,68.62,0.88,25.95,38.16
DL038,Delhi,2018-03-31,Active,151.79,471.29,64.11,0.93,19.1,42.03
DL038,Delhi,2018-04-01,Active,125.17,351.94,65.44,0.9,23.3,52.68
DL038,Delhi,2018-04-02,Active,140.33,397.38,73.07,1.0,19.73,47.54
DL038,Delhi,2018-04-03,Active,121.43,398.93,75.7,1.08,6.36,55.31
DL038,Delhi,2018-04-04,Active,111.09,334.27,67.1,1.56,14.55,59.48
DL038,Delhi,2018-04-05,Active,146.58,430.17,60.96,1.33,19.98,37.23
DL038,Delhi,2018-04-06,Active,107.83,280.43,54.29,0.71,25.01,44.84
DL038,Delhi,2018-04-07,Active,73.33,241.92,61.29,0.64,18.82,43.3
DL038,Delhi,2018-04-08,Active,67.5,257.54,52.69,0.56,17.48,44.11
DL038,Delhi,2018-04-09,Active,64.22,243.24,58.64,0.77,13.05,30.07
DL038,Delhi,2018-04-10,Active,107.88,413.83,65.18,1.02,18.86,62.99
DL038,Delhi,2018-04-11,Active,58.25,220.12,43.9,0.56,18.43,31.23
DL038,Delhi,2018-04-12,Active,48.08,168.62,43.52,0.74,11.62,41.51
DL038,Delhi,2018-04-13,Active,64.5,235.92,52.73,0.91,12.47,41.26
DL038,Delhi,2018-04-14,Active,89.17,321.62,59.14,0.92,14.19,44.23
DL038,Delhi,2018-04-15,Active,93.17,340.62,59.41,1.03,18.84,50.12
DL038,Delhi,2018-04-16,Active,115.42,492.75,69.94,1.2,27.15,43.57
DL038,Delhi,2018-04-17,Active,85.08,354.25,55.37,0.65,10.49,26.39
DL038,Delhi,2018-04-18,Active,80.25,329.29,38.12,0.48,12.59,38.05
DL038,Delhi,2018-04-19,Active,118.33,347.75,51.73,0.67,20.91,41.22
DL038,Delhi,2018-04-20,Active,162.5,527.81,60.06,0.6,30.27,22.47
DL038,Delhi,2018-04-21,Active,134.76,538.24,28.96,0.28,12.57,37.9
DL038,Delhi,2018-04-22,Active,61.5,254.39,30.0,0.33,20.45,50.57
DL038,Delhi,2018-04-23,Active,69.82,285.81,39.22,0.53,10.24,56.35
DL038,Delhi,2018-04-24,Active,97.4,373.49,59.33,0.96,18.3,49.16
DL038,Delhi,2018-04-25,Active,120.91,550.83,60.71,1.79,19.8,38.65
DL038,Delhi,2018-04-26,Active,125.9,585.22,60.91,1.51,23.22,66.96
DL038,Delhi,2018-04-27,Active,112.41,575.69,51.41,0.95,17.06,61.13
DL038,Delhi,2018-04-28,Active,107.7,523.38,38.96,0.63,23.36,58.74
